,comment
1530,Glória a Deus por essa música. Obrigado Mauro
1531,Duas lendas só poderia resultar nisso !!! Além de cantarem demais que letra é essa meus amigos !!! Glória a Deus por voces ❤
1532,"Concerteza já é um dos meu louvores favoritos, glória a Deus!! Essa música tá incrível! , muito linda! Que o SENHOR continue abençoando sua vida Mauro Henrique e a do Leonardo Gonçalves vocês são bênção demais!"
1533,Quantas vezes mais vou chorar ouvindo essa música 😢😢😢 lindo demais Senhor
1534,Musica simplesmente SUBLIME! 🙏🙏🙏🙌
1535,"Esse tipo de música é o único contato que tenho tido com Deus, obrigado."
1536,"Vocês sabem qual é a sensação de falar para os amigos sobre uma música muito boa, mas eles não poderem ouvi-la?

Tenho essa sensação desde que ouvi essa belezinha na live hahaha"
1537,Plmdsssssssssss as duas melhores vozes do Brasil
1538,"Devido a COVID 19, muitos problemas surgiram, muita coisa mudou. 
Minha esposa adquiriu algo que estamos lutando faz 1 ano já, o nível de dor que ela sente o único remédio que pode diminuir a dor é a base de MORFINA. Somos um casal novo de estudantes e passamos por muita coisa esse ano assim com muita gente."
1539,"ois maravilhosos! Suas canções preenchem meus dias, no carro, em casa, no trabalho, simplesmente caminham comigo, obrigada por tudo e por tanto! Canções que nos abraçam e nos traz conforto para alma... amo vcs ❤👏🏻🙏🏻"
1540,"Obrigado, gente! Valeu por dedicarem um pouquinho do domingo de vcs pra nos ouvirem. Que essa canção passa ser uma oração de alento em seus corações como foi para mim. Gratidão! 🙏"
1541,"mauro, meu irmão… q música linda!!! q privilégio cantá-la ao seu lado! essa música ME fez muito bem, ministrou na minha vida! q seja bênção para todo q a escutarem! parabéns tb a toda a equipe de audio e video, sua banda maravilhosa, a casa de babete… q alegria!!! 😢"
1542,Dois monstros da música! Ficou lindo
1543,"Obrigado pelo lindo presente, que nos faz conectar a Deus ❤"
1544,Minha esposa e eu acabamos de perder um Bebê e esta canção tem sido um porto seguro para minha alma... QUE DEUS CONTINUE ABENÇOANDO  VCS🙌🏿
1545,Chega ser emocionante ver o Leonardo mostrando que doença nenhuma para um sonho.. essa música e os dois é algo incrível
1546,"A música é incrível, mas quando vc descobre pelo o que o Leonardo Gonçalves está passando em sua saúde vocal o peso e impacto dela aumenta uns 1000%!!!"
1547,"Ver o Léo cantar apesar de tudo é um prazerzaço , ainda mais em um dueto com o mestre Mauro Henrique   cantando essa canção belíssima com uma letra sensacional e que ministrou em minha vida que apesar do venhamos enfrentar nesta vida se Cristo está em mim e estou olhando para ti , TUDO FICA BEM !"
1548,"A minha esposa foi embora levando a minha filha  e tudo dentro de casajá tem uma semana , estou sem chão estou lutando para o meu casamento ser restaurado peço a oração de todos!"
1549,Impossível não se emocionar ouvindo esses monstros!! Glória a Deus 🙏🙏
1550,"tipo Elias e moises
Paulo e Timoteo
Cr7 e Messi
Brasil e Copa do mundo"
1551,"Mauro: Obrigado meu amigo!
Leo: Eu que agradeço!
Eu: Nós que agradecemos! ❤"
1552,Creio que Deus já operou as cordas vocais do Leonardo Gonçalves. Linda demais essa canção
1553,"Galera, se fizer sentido, compartilhem geral, sigam o canal e dá aquele like para ajudar no engajamento do vídeo! 🙌😉"
1554,Ficou muito lindo esse louvor. Deus seja louvado 🙌🙏 Vocês são bençãos e nos aproximam de Deus com suas canções. ❤️
1555,"Que isso irmão. Prepara a gente antes pra receber esse feat. Emocionado aqui.
Tudo realmente ficará bem."
1556,"Meu Deus, que canção tão linda!😭❤🙏 
""Tu me salva de mim mesmo e do cansaço da estrada... Tudo fica bem se olho para Ti, se te percebo em mim.""
Mauro e Leonardo 👏👏❤"
1557,A voz do leonardo está se recuperando? Deus está fazendo um milagre? Não vi quebrando a voz dele. Que maravilha! Maravilha!
1558,"Não consigo explicar a grandeza que essa canção é dentro da alma, e a imensa vontade de chorar ao ver o Léo cantando. Que canção maravilhosa, meu Deus!"
1559,"Impressionante que mesmo com praticamente um lado todo das cordas vocais paralizado, Leonardo Goncalves ainda consegue cantar com essa beleza. Tai ai uma lenda!"
1560,"Se o Léo canta assim, sem o potencial total da voz, uma suavidade na voz única, e sempre humilde, deus o abençoe muito."
1561,Quem já chegou deixando o like porque sabia que tinha ficado show só pelo fato de ser Mauro Henrique e Leo Gonçalves 😍❤️ eu sim 🤭
1562,"Tô quase cantando bem igual o Mauro, mas quando tiro os fones me decepciono kkkkkkkkk"
1563,"Essa será minha musica todos os dias que eu acordar pela manhã. Todos aqui em casa e meus visinhos, serão obrigados a escutar kkk TUDO SEMPRE VAI FICAR BEM COM DEUS DO NOSSO LADO!! Deus abençoe grandemente a vida de vcs."
1564,"Essa música é tão perfeita que nem sei descrever serio, os meus dois cantores gospel favoritos fazendo um feat, Deus ouviu minhas orações 🙏👀"
1565,"Que louvor  lindo,  letra, melodia, tudo em perfeita harmonia e equilíbrio, musica ou melhor louvor como deve ser, meus parabéns ."
1566,Esse louvor será um grande instrumento na luta contra a depressão. Que o nome do Senhor seja exaltado através dele.
1567,São como Messi e Cristiano Ronaldo 😍😚
1568,"Só faltou o Guilherme aí no meio pra relembrar 
O loop friends 
Que diga-se de passagem o loop deveria ter sido registrado em vídeo ""dvd"""
1569,"Essa música salvou meu 2020, perdi uma tia ontem, e somente Deus, para ser tudo em mim, tudo fico bem se olho pra Deus! Obrigado Mauro ❤️"
1570,Não consigo parar de chorar..... Que Deus continue usando a vida e a voz de vocês para a Honra e Glória Dele. Essa música para mim teve um significado inexplicável!
1571,"Sera que e so eu que assisto todos videos do Mauro Pra Aprender Essas Poesias Cantada pra Cristo ☺☺☺
Lindo Demais Esse Louvor Faz agente Viajar5 Longe 🙏🙏🙏🙏
Jesus Te Ama"
1572,"Quem tá assistindo essa dupla monstro, vai deixar o like!!!!!!"
1573,"Madrugada 01:30, alguém ouvindo? Deus te abençoe."
1574,Acho q vcs n tem ideia de quantas almas foram salvas através dessa canção.... Simplesmente perfeita ❤❤
1575,Que canção maravilhosa 🙏 sinto a presença do Espírito Santo quando escuto.. Deus seja louvado e que o Senhor continue usando suas vidas tremendamente na obra dele..
1576,"Ouvindo agora,direto de Portugal 🇵🇹,oração que temos que fazer em todo tempo! Obrigada 🙏🏼"
1577,"“Obrigado, meu amigo”
“Eu que Agradeço “  A GENTE QUE AGRADECE! ❤️❤️❤️❤️❤️❤️❤️"
1578,"Chega a ser emocionante ver Leonardo sendo usado por Deus 
Um verdadeiro exemplo de superação ..
LEONARDO , TUDO FICA BEM , QUANDO OLHAMOS PARA DEUS. Que Ele te guarde e te conserve .
Mauro , sou hoje ainda mais seu fã por ter convidado justamente esse monstro chamado Leonardo pra cantar contigo ..."
1579,"Essa é a canção de 2020 para o mundo, á nossa Oração a Deus em lágrimas, e Deus ouve nosso clamor e TUDO FICA BEM. 
Louvado seja Deus por suas vidas, Mauro e Leonardo , estou ouvido aqui em lágrimas😭 
O Ano de 2020 um ano muito difícil, mas Jesus Cristo tem dado graça.🙌🙌🙌"
1580,Até o momento existe 23 pessoas que não tem a menor ideia o quanto esses dois são MUITO BONS!! Escutei a música toda arrepiado
1581,Orgulho desses caras! Ícones da música evangélica brasileira!
1582,Fazia tempos que não parava para ouvir um louvor. E aqui estou . O resgate veio a mim... Minh'alma anseia por ti Senhor.
1583,Difícil escolher quem canta melhor. Pra mim os dois tem as melhores vozes da música brasileira.
1584,"Estou quase chorando aqui no busão... As lutas tem sido árduas. Mais que uma oração, é um clamor poético a Deus que tudo sabe das nossas aflições...👍🙏❣️🎶"
1585,"Lindo lindo que é este hino de louvor a Deus!! Tocante, mais do que profunda esta oração, sabendo que só Ele  é capaz de dar conforto e alento as nossas almas"
1586,"Com DEUS e a advocacia de CRISTO em nossas vidas, TUDO FICA BEM !!!"
1587,ás duas da manhã ouvindo essa canção em Oração ' esse foi um Ano em que tivemos tudo para nao estar  bem' perdi  mtos' mas pq Tu  estás aqui Senhor tudo fica Bem. DEUS  ABENÇOE mto VCS 😭💛💛
1588,"Leo com a voz ""ruim"" canta melhor que eu com a voz ""boa"""
1589,"Ih, temos um problema, onde vamos gravar?
-ah! grava aí na sala mesmo!"
1590,"Quem gostou desse lindo encontro de feras da música gospel, lindo de mais , previlegio ouvir 🙌☺️🙂"
1591,Cara sem palavras para agradecer a Deus por nos deixar escutar este som maravilhoso 😍❤️
1592,"Sem palavras pra descrever quão grande é o comprometimento e o quão sincero é o louvor de duas vozes sensacionais como essas, é como ouvir e sentir as Barreiras dos Céus se abrindo e nos conectando com o Pai !!! Obrigado aos dois por essa linda canção escrita pelos Dedos de Deus !!! E que toda honra e toda glória seja dada ao nosso Pai e Amado Jesus !!!"
1593,"Mauro Canta Demais !
Um dos melhores Cantores da América 
Seria muito top Demais Mauro e Rodolfo Abrantes cantando juntos"
1594,É uma emoção ver e ouvir 2 ícone da música gospel... Deus abençoe vcs cada vez mais... Por ser instrumentos na mão de Deus.. E poder tocar cada pessoa com seus jeito de cantar e tocar...
1595,Que bela oração ! Jesus seja louvado !
1596,Obrigado meu Deus por essa música e por essas vozes que sempre acalma o meu coração e minha dor!
1597,"Leo Gonçalves é a prova viva de que dedicação, disciplina e esforço pode se ser um cantor excepcional. Mesmo com a paralisia da prega vocal o Leo não perdeu a qualidade vocal. Continua sendo um cantor extraordinário e incrível.
Dueto sensacional!"
1598,"Mano, o Léo tá cantando muito bem ainda, nossa tô muito feliz!!! O super homem.da música cristã brasileira kk, minha opinião!!"
1599,"Se é música do Mauro é like antes mesmo de ouvir a canção, já sabemos que será outra pedrada!"
1600,"Wow. Sem palavras irmãos. Tentando olhar pelas dificuldades que vocês passaram durante sua caminhada com Cristo , entendemos o quão perfeito Deus é.Por isso em cada acorde, nota e voz cantada ou sussurrada, sentimos a presença do Altíssimo. Que Deus continue a usá-los em sua graça e misericórdia infinitas."
1601,"EM UM MOMENTO COMO ESTE  EM QUE VIVEMOS, ESSA MÚSICA VEIO DIRETO DO CÉU PARA ACALMAR NOSSOS CORAÇÕES. LOUVO AO SENHOR POR SUAS VIDAS!  CONTINUEM NOS ABENÇOANDO !"
1602,"Si sei que estais aqui
Tudo fica bem....
😢❤"
1603,"Essa canção tocou o mais profundo em minha alma. Obrigada Mauro e Leonardo por serem esses gigantes, mas deixando a Glória de Deus resplandecer. No amor do Pai,"
1604,Imaginem um CD com umas 100 músicas só com esse dueto... Seria um sonho...
1605,"Não consigo parar de escutar, sinto muita paz com essa interpretação. Muita vdd vinda da letra, da melodia, harmonia e cumplicidade dos dois artistas que souberam com maestria se tornarem plano de fundo pra grandiosidade da mensagem."
1606,"Depois dessa, tô só esperando uma notificação que esteja escrito: ""Feat Guilherme de Sá."""
1607,"Que música linda!
Ouvindo no meu trabalho e as lágrimas rolando em meu rosto.
Hoje no momento que estamos passando, é tão difícil acreditar que tudo ficará bem, mas com Deus no comando, podemos crer que TUDO FICA BEM!"
1608,Deus abençoe a todos que lerem esse comentário. Que Deus te ilumine e te guarde de todo mal. E que o ano de 2021 seja repleto de realizações e conquistas. Quem poder tbm da uma olhada e uma força no meu canal deis de já agradeço. #juntossomosmaisfortes
1609,"Leonardo Gonçalves é um verdadeiro exemplo de insistência. Ouvir ele cantando apesar de tudo, é uma inspiração que nos alimenta profundamente! 

Que letra perfeita. ❤"
1610,"Que Deus continue os abençoando! Linda música, linda canção, linda letra. Sinto a presença de Deus e o espírito santo me renovando. Obrigado Deus por mais essa oportunida. Obrigado Mauro Henrique e Leonardo Gonçalves."
1611,Senhor a minha a questão é saber administrar meus pensamentos. As vezes penso que não há mais jeito pra mim. Porfavor me ajude!
1612,Mauro e Leonardo em uma única canção !!!! Aí meu coração não aguenta !!! Vcs são uma benção para os louvores brasileiros !!! Obg por essa canção de qualidade ! 🔥❤️🙏😍🎶📽️
1613,O Mauro Henrique faz música até no silêncio meus amigos! Privilégio de poder ouvir esse cara!
1614,"PARABENS AOS DOIS PELO LOUVOR E ADORAÇÃO AO NOSSO MESTRE! COMO É BOM SABER QUE LEO ESTÁ A CADA DIA MELHORANDO, DEUS É CONTIGO!."
1615,"Alguns dias antes da minha mãe falecer, mandei essa música pra ela e ela disse que ouviria mais vezes. Infelizmente não foi possível, mas agora essa canção está marcado no meu coração! 😔🙏🏼💙"
1616,O Mauro é tão singular que ele curte quase todos os comentários. Especial demais.
1617,"Como tem gente q da DESLIKE?? Não dá pra entender kkkk louvor lindo adoração a Deus, e com ELE tudo fica bem obrigado Deus..."
1618,"Que música emocionante! Mauro, suas canções trazem importantes reflexões para a vida, sempre enfatizando que Deus é a direção, a força, o consolo, é tudo... Obrigado por através de suas músicas nos fazer olhar com mais confiança para o Senhor."
1619,"Que som perfeito 😭
Preencheu o vazio da minha alma , creio que fui abençoando através desse louvor !!!
OBRIGADO POR ESSA CANÇÃO !!
TUDO FICA BEM...😢"
1620,"O quanto isso melhorou meu dia não tá escrito, muito obrigado por contribuir tanto pra música cristã tanto você Mauro quanto o Leonardo. Venho passando por momentos difíceis na minha vida, mas Deus me levanta sempre que eu caio, então não há o que temer."
1621,"Que delícia ouvir esse louvor no silêncio da noite, que paz que me traz ✨ Deus é bom em todo o tempo 🙏🏻"
1622,Obrigado Mauro é Leonardo Gonsalves por cantarem essa música muito linda bênção de Deus
1623,"As melhores vozes do país, sem dúvida."
1624,"Viajo nas letras e vozes de vcs..😍 agradeço a Deus de coração, por sustentar Ministros igual a vcs..Deus abençoe Léo e Mauro🙏👍"
1625,Muito impactante a letra desta canção. Não tem como não ser impactado por cada momento do decorrer da canção. Que Deus abençoe grandiosamente Mauro Henrique e o Leonardo Gonçalves.
1626,"Quando acho que não dá mais pra me impressionar com a imensidão do Mauro, ele vem com uma musica dessas e ainda junta com o Leonardo. Ai Jesus"
1627,"Que louvor! Sem palavras, que Deus continue usando vcs, dois ungidos do Senhor !😭🙌🏻🙏🏻❤"
